source,retailer,product_id,product_name,rating,submission_time,user_nickname,review_text,price
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-24 21:34:33.941000+00:00,Crystal,Truly have liked all the byoma products I've tried but this is definitely one of my favs! Thick enough for my dry skin but not too heavy. It's not greasy and absorbs well which I love. I also love that it's unscented. The packaging could be improved tho! Gifted by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-23 13:38:40.096000+00:00,Lilli,This moisturizer has quickly become a staple in my skincare routine! I have very sensitive skin and this product never irritates or burns me. It's super hydrating and perfect now that we're entering colder months! I would definitely recommend everyone pick this up!! Gifted by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-23 00:28:36.395000+00:00,Natali,"Gifted by Byoma. This cream is nothing special but it's inexpensive and so far hasn't broken me out. I love the packaging of Byoma products. This product isn't my favorite form the brand, I would recommend another",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-23 00:13:49.635000+00:00,Rebecca,"(Gifted by BYOMA for review) I am a fan of this moisturizer and have previously used up a sample size. Despite it being a richer cream, I don't think it's too heavy for my combo-dry skin, even during the day. The texture is great. It doesn't leave my skin feeling greasy. I like that it's unscented. The only thing I don't love is the packaging. BYOMA packaging in general is bulky and hard to get the last bits out of. Would still fully recommend though!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-22 22:52:16.698000+00:00,Beckkk,"This cream has a thicker consistency but absorbs quickly and doesn't leave my skin feeling greasy or sticky which I love! Despite how moisturizing this cream is, it doesn't feel too heavy on the skin and it didn't leave me greasy at all. My skin felt moisturized and soft after using this. It is ideal for dry skin types or those needing some extra moisture. Gifted by Byoma",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-22 21:49:50.528000+00:00,Brenda,"This is a pretty good moisturizer especially considering the price, was a good product for my oily skin and kept my makeup looking smooth unlike other moisturizers that tend to separate my foundation and concealer. Product was gifted by Byoma.",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-22 15:35:26.011000+00:00,Emma,"This is a nice moisturizer! I love the packaging and it's perfect for the winter time when my skin begins to get those dry patches. I would definitely recommend. My skin reacts well to it, and it doesn't make me break out. I received this product complimentary from Byoma.",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-21 16:04:54.654000+00:00,sammy,This is amazing!!! I love how hydrating the cream is it really saves my dry skin. I love that the packaging comes in a pump. It feels a lot more sanitary and easy to control the amount of product you get. offered by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-21 15:12:01.451000+00:00,Evie,This moisturizer is very think and creamy and it's a great consistency! I love it and will repurchase over and over!,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-21 14:34:01.897000+00:00,Rebecca,I love this moisturizer! It's super thick and hydrating but doesn't leave my face feeling greasy! I also love that this moisturizer dries quickly and makes me face feeling greasy so hydrated all day long! Gifted by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-21 02:31:37.468000+00:00,Svenja,My new night cream. Love how well it hydrates and wont break out my skin. Makes my skin feel soft and nourished.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-20 18:17:25.170000+00:00,Chrissy,Gifted by Byoma! I love the consistency of this moisturizer because my skin has been really dry skin the weather got colder. It's gentle on my skin but really hydrating and I find that I can use this in the morning under makeup and at night with just one more pump.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-20 16:22:59.195000+00:00,Jocelyn,Perfect moisturizer before makeup it has such a soft light weight formula which is my fave for makeup application I also think it's a great summer moisturizer because it's not to heavy or greasy definitely recommend offered by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-19 19:11:42.741000+00:00,Sheridan,"I received this item as gifted by byoma and to my surprise, it was amazing!!! The moisture is so creamy and rich that I put it on very last after all my other skincare. To perfectly hydrates my skin and leaves it so smooth and soft!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-19 01:20:26.902000+00:00,magz,I like this face moisturizer. It makes my skin feel good and hydrated it also does not break me out which is great because my skin is very sensitive. It is a heavier/ thicker cream compared to some but that's what i like about it since i do have dry skin. It's good to use morning and night. Good price too. Gifted by byoma,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-19 01:07:57.691000+00:00,Barbie,Gifted by Byoma. At first pump I thought this was going to go on very thick but was pleasantly surprised when it didn't! It felt so lightweight on. It definitely kept my skin feeling hydrated for hours.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 20:49:20.658000+00:00,Bri22bass89,"I received this product complimentary from byoma. This was my first time trying a product from byoma, and I'm honestly shocked by how effective and beneficial this cream is at such an affordable price on top of being blown away by the education they provide about their formulas. This cream is fragrance free and has a thick, rich consistency that surprisingly melts into my skin quickly without stripping it or leaving it feeling heavy and weighed down. It immediately soothes my skin and deeply hydrates it while also softening it and providing restorative properties. It also protects and strengthens my barrier, leaving me with a healthy glowing appearance. I'm so surprised by how great this moisturizer is, and I definitely think it will be perfect for the cold months!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 19:20:45.912000+00:00,Alexa,"This product was gifted to me by BYOMA! First of all, I love anything by this line. It's affordable, effective, and has done wonders for my skin. The packaging is also super cute! My skin feels very plump and hydrated after using this product. I have put so many friends onto this!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-18 18:21:46.410000+00:00,Michelle,I received this product complimentary from Byoma. This beautiful moisturizer sits so well during the transition from fall to winter weather. My skin is starting to feel drier and I feel this really helps with moisturizing without the grease for the AM and PM. My makeup lays well on top without worrying about flaking and my skin feels hydrated.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 18:15:21.602000+00:00,Sarah,This has become a daily moisturizer for me! It's affordable and keeps my skin hydrated. I have acne prone skin and this doesn't break my skin out at all! It's just what I needed in my routine for some extra moisture in these upcoming winter months.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-18 18:15:00.666000+00:00,Vaish,BYOMA gifted me this moisturizing rich cream and I like it so far. It is rich indeed and I have been applying it in the morning and evening. I like it that it is suitable for all skin types and color of the bottle. Love the way it feels.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 18:12:31.606000+00:00,Juls,"Gifted by byoma. I love this moisturizer! I have sensitive skin and feel like it doesn't irritate my skin at all. It leaves my skin feeling smooth, nourished and hydrated! I use this both in the morning and at night. Obsessed!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 18:12:31.174000+00:00,SarahL,"Absolutely a favorite of mine. My skin is drenched in hydration when I use this. It sinks in so nicely and I'm left really nice and soft. This is also an incredible value and it performs just as well as, if not better than it's higher priced competitors, gifted by Byoma",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,4,2024-10-18 17:59:37.394000+00:00,Belle,This is a very nice moisturizer with anti-aging properties and has a very affordable price and even though it says you can use during the day I think it was a a little bit irritating I would recommend using it only at night. Offered by Byoma.,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 14:13:11.655000+00:00,Danais,"Its creamy texture is quickly absorbed, leaving the skin soft and hydrated without feeling greasy. I like that the ingredients help revitalize and provide luminosity. Ideal for dry skin, its formula is a hug of hydration that is noticeable from the first use. Perfect for daily care! Gifted by Byoma",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-18 12:07:41.391000+00:00,Jessica,This is my first time trying their products and im so glad this was the product I started with. This cream is so rich and creamy yet totally lightweight it the same time. My dry skin loves the hydration and plumpness this gives... Definitely a must have for the cold dry months of winter! This was gifted by byoma but review is all mine,17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-17 22:51:33.447000+00:00,,"I love how moisturizing this cream is without being too heavy on my skin. I apply both in the morning and evening after using my serums. My skin feels hydrated, glowy, plump and healthy. Gifted by Byoma.",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-17 18:22:10.259000+00:00,Fay,"Complimentary from Byoma. This moisturizer has a thick cream consistency. However, the product did sink in nicely into the skin. It did leave a healthy glow on my skin, and I like how my skin feels hydrated and very moisturized.",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-16 19:25:54.705000+00:00,Jagleny,"Byoma Rich Cream is surprisingly rich without being heavy. It sinks into the skin quickly but keeps it feeling super hydrated all day. I love that it has ceramides and squalane to strengthen my skin barrier, and my face feels soft and plump after using it. It's perfect for when my skin feels extra dry or sensitive, and it never leaves a greasy finish. Offered by byoma!",17 USD
powerreviews,ulta_us,pimprod2034791,BYOMA Moisturizing Rich Cream,5,2024-10-16 16:46:23.235000+00:00,Gabe,This is an amazing moisturizer. It has an odd smell but is very hydrating. I seems like a creamy product but doesn't cause pilling. The product is very good for sunburns as well. I really like this moisturizer. The was gifted by Byoma.,17 USD
