source,retailer,product_id,product_name,rating,submission_time,user_nickname,review_text,price
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,5,2025-07-17 21:17:56+00:00,Kinitruong,My skin is dry so it's difficult to me to find a foundation which not make it's cakey. One of the staff showed me this foundation 3 years ago and I just keep using it until now. I don't need to use powder but itself keep long on my face,77 CAD
bazaarvoice,sephora_ca,2558096,Dior Forever Skin Glow,5,2025-07-14 17:46:15+00:00,Christina3585,"Best foundation ever! The color is perfect, leaves no steaks, blends in wonderfully! 
Smells great too",77 CAD
bazaarvoice,sephora_ca,2558047,Dior Forever Skin Glow,5,2025-07-12 01:49:57+00:00,rineracine,,77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,5,2025-06-29 00:30:40+00:00,yazmohs,"This foundation is the best I’ve tried so far. For DRY SKIN, this is excellent. It’s super hydrating and I swear it makes your skin look more radiant after each use. It’s like skincare + makeup, it’s amazing!!!",77 CAD
bazaarvoice,sephora_ca,2558054,Dior Forever Skin Glow,1,2025-06-26 16:45:42+00:00,sameetr,"The Dior Forever Skin Foundation was a disappointment. It felt overly oily on my skin, oxidized significantly throughout the day, and the strong fragrance irritated my sensitive skin, leading to breakouts. Not suitable for",77 CAD
bazaarvoice,sephora_ca,2558054,Dior Forever Skin Glow,1,2025-06-06 22:16:47+00:00,,Worn this a couple times but noticed it left my face really oil and caused breakouts. This foundation oxidizes.,77 CAD
bazaarvoice,sephora_ca,2558138,Dior Forever Skin Glow,5,2025-06-04 22:41:44+00:00,staciemaro,This foundation blends perfectly and makes your skin hydrated!,77 CAD
bazaarvoice,sephora_ca,2558005,Dior Forever Skin Glow,3,2025-05-17 16:32:50+00:00,MWMD,"Went on smoothly and had a beautiful, gentle, glowy finish. But I don't have a shade.  00N is too yellow and too light.  0CR is too deep.",77 CAD
bazaarvoice,sephora_ca,2558120,Dior Forever Skin Glow,5,2025-05-12 01:56:55+00:00,chvi,"I literally tried so many foundation but this is best the best foundation ,, i am glad that i found my correct shade , it is very dewy ,long lasting . I love to recommend this .",77 CAD
bazaarvoice,sephora_ca,2558054,Dior Forever Skin Glow,5,2025-05-06 16:32:39+00:00,cclawdia,"i’ve been using this for about a month, and i hate to say it but it’s my new fave foundation! the ONE thing i hate about this is the fragrance in it (literally what is the point of FRAGRANCE in a FOUNDATION?) i have VERY acne prone/textured skin and i haven’t noticed any extra texture since using this, but i would be cautious if you’re sensitive to fragrance on skin. in terms of coverage, i would say it’s medium, but can be built up. i was originally really worried because im on arazlo, and every single foundation/tint i’ve used since starting it literally PEELS off my face after like an hour, but this foundation looks soooo smooth on my skin, and holds up until the end of my shifts! so far the only foundations to work on my skin since arazlo are this one and the lancôme glow foundation. overall, just a really nice foundation that sits so nicely on my TEXTURED skin!!",77 CAD
bazaarvoice,sephora_ca,2557999,Dior Forever Skin Glow,5,2025-04-20 17:23:10+00:00,,"BOMB BOMB BOMB I am obsessed. Perfect balance between sheer and medium coverage. Depending on how I feel and the look I want that day, I often just wear this as my base after moisturizer and primer and then add a little more under my eyes and-boom, perfect. Not only does it FEEL light, it hydrates dull skin without leaving a greasy film. My skin looks radiant and Dior Forever Skin Glow Hydrating Foundation has become a STAPLE in my makeup routine. 

OH BUT BEWARE — TEST THESE SHADES IN PERSON AT A STORE. Their naming system is very off (at least I found it to be). 

For some background, I have always been neutral toned, I have both green and blue veins in my arms and am a darn-near greenish yellow-olive undertone to my skin and go brown in the summer (no red, no pink, just golden brown). I spent over an HOUR testing all the different shades and tones and finally came to 0W. It is my EXACT match right now, however, it’ll be a different story when my skin sees the sun. Highly highly recommend going IN STORE and trying all of the shades because I never would have guessed I’d be “warm”.",77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,5,2025-04-09 16:21:51+00:00,DanielleT80,"I'm in my mid forties and I really like this.  I don't need full coverage so medium coverage is good for me.  Keeps my skin looking hydrated, lasts all day, and looks amazing.  I need only one pump which is a small amount but it does the job.",77 CAD
bazaarvoice,sephora_ca,2558021,Dior Forever Skin Glow,1,2025-04-08 16:03:45+00:00,JordynFF,"Used to rave about this foundation even though It oxidizes, I loved It, just knew to get a shade lighter. Until It started to give me the WORST texture bumps everywhere because of the fragrance In It.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2025-02-24 13:38:14+00:00,slimebaby,"Best foundation, gives such a natural glow. The coverage is perfect, I have a little scar I usually test foundation over to see if it can give me the coverage and if I apply it a few times in that area it definitely does. I even returned my ester lauder double wear for this and I’ll never go back.",77 CAD
bazaarvoice,sephora_ca,2558047,Dior Forever Skin Glow,5,2025-02-18 11:30:05+00:00,meganmcdonaldd,"This foundation DOES oxidize - but it’s my absolute favourite foundation. I’m a true combo skin girly, and during the winter get eczema under my eyes. It feels great on my skin and doesn’t look heavy even when you build it up to super full coverage, on a day to day I can achieve a light to medium coverage with it and it lasts the whole day. 

It isn’t transfer-proof but the way my skin looks and feels so healthy and glowy but not oily is perfect. There’s no weird clinging to dry patches, or separation due to oil. I really enjoy this foundation and highly recommend it just keep in mind it does oxidize when you’re shade matching!",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,3,2025-02-13 03:47:51+00:00,Layd83,"My bad, I tried the hydrating one but it is too shiny and it transfers a lot. The coverage is good though.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2025-02-03 19:58:25+00:00,jessicazxyq,"Natural, lightweight, mid to high coverage. She is THAT girl, she is the moment. I don’t even feel it on my skin, yet it is sooo beautiful 🥰🥰🥰. The glass packaging is slick and elegant.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,3,2024-12-21 03:45:22+00:00,alysestewart,It’s ok! I found it wasn’t as hydrating at others as well as it settles and shows pores. I am mixing it now with my Givenchy and like it that way for more flawless/skin like effect,77 CAD
bazaarvoice,sephora_ca,2558088,Dior Forever Skin Glow,5,2024-11-28 02:22:40+00:00,sweetfig,"I bought this for the first time cuz the brand i was using was out of stock, and I found this one is even better than the one i was using",77 CAD
bazaarvoice,sephora_ca,2558005,Dior Forever Skin Glow,1,2024-11-16 00:33:17+00:00,RubyRenegade,"I was going to try this after seeing many wonderful reviews here and on Youtube. OMG people, the SECOND ingredient after water is ALCOHOL. And Dior has the gall to call this a “clean product”. Alcohol causes skin cell death. It is a very destructive ingredient for skin. And it is the second most abundant ingredient in this foundation. No way am I going to put this swill on my face.",77 CAD
bazaarvoice,sephora_ca,2558161,Dior Forever Skin Glow,5,2024-11-11 01:55:16+00:00,rashgirl,"long-lasting and resistant to heat and humidity, making it ideal for all-day wear.",77 CAD
bazaarvoice,sephora_ca,2558229,Dior Forever Skin Glow,2,2024-10-28 05:05:10+00:00,KelishaV,Not 100% a fan. Hydration is definitely there. Just not a fan of how easily if transfers to fabric or even my hands.,77 CAD
bazaarvoice,sephora_ca,2558112,Dior Forever Skin Glow,1,2024-09-27 05:29:36+00:00,sandydd,I bought this from the store yesterday. I didn’t check the packaging there when I came home I noticed the product doesn’t come out like it doesn’t pump. Really disappointed and I live pretty far from sephora location its not worthto go back and exchange,77 CAD
bazaarvoice,sephora_ca,2558047,Dior Forever Skin Glow,5,2024-09-13 15:47:35+00:00,coconutvanilla,Mon fonds de teint préféré. J'ai une peau sèche et sensible et ce fond de teint rend ma peau unifiée et hydratée.,77 CAD
bazaarvoice,sephora_ca,2558104,Dior Forever Skin Glow,5,2024-08-28 06:03:47+00:00,Junkieee,"I bought the dior foundation recently because I was trying to find similar one to Armani beauty. This one does feel like skin, i tried it and no creasing! I have combination to dry skin and it didn’t feel too greasy. It just felt like I had a nice glow. It didn’t oxidize either which is a plus. Overall I love this foundation and I’m so glad I bought it! Hopefully it wont dry me out for winter:)",77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,4,2024-08-19 14:03:58+00:00,lylicorne,My favorite fondation: leaves your skin flawless and glowy. The only reason i am not giving 5 stars is because of the smell…the perfum smell is too strong 🥲,77 CAD
bazaarvoice,sephora_ca,2558088,Dior Forever Skin Glow,5,2024-08-13 16:47:24+00:00,glowinginside,"This is one of the best liquid foundation I’ve used. Never oxidized and color stay true for the whole day. It’s hydrating and glow just enough without looking shiny or oily. For those with cool undertones, I feel that the CR version is still slightly warm, so make sure you test the samples before purchasing it.",77 CAD
bazaarvoice,sephora_ca,2558351,Dior Forever Skin Glow,3,2024-08-08 16:51:09+00:00,hyqa,The shade match is almost impossible to get right. Oxidized and left dry patches on my skin.,77 CAD
bazaarvoice,sephora_ca,2558104,Dior Forever Skin Glow,5,2024-08-05 23:08:08+00:00,Anetki,I have de hydrated skin I need all the glow I can get. I’m so happy that the lady at Sephora recommended this foundation and I’m in love with it. It’s glowy light to medium coverage. Will re purchase in my winter shade,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2024-06-08 12:56:43+00:00,cindycin,"All the CR and Neutral shades from this collection pulled yellow / orangey on my complexion. Until I discovered the shade 3C, it’s perfect for olive complexions. 3C & 3CR are not the same.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,4,2024-06-02 10:33:56+00:00,ddmarsha,A solid like. I don’t get the ‘glow’ or the ‘hydrating’ indicated but it’s definitely not matte. My coverage preference is light to light-medium coverage though I purchased knowing this was a medium to full coverage so I have that option but could sheer it out using a sponge. Overall it’s just a like for me. I prefer the Backstage.,77 CAD
bazaarvoice,sephora_ca,2558013,Dior Forever Skin Glow,5,2024-05-29 16:55:45+00:00,1ladymacbeth,This has really good coverage and it lasts me the whole day,77 CAD
bazaarvoice,sephora_ca,2558070,Dior Forever Skin Glow,5,2024-05-17 00:15:00+00:00,Dree70,"I‘ve used many foundations throughout my years but this foundation, by far, exceeds all others for a woman who has not had any injections & does not use filters. This is very hydra for harsh winters. I can’t wait to purchase the matte formula for summertime.",77 CAD
bazaarvoice,sephora_ca,2558336,Dior Forever Skin Glow,5,2024-05-14 16:30:41+00:00,Vassenator,"I love this foundation so much. First of all, 00N is a perfect shade match for my ultra fair, neutral-cool skin and it does not oxidize on me. It's fuller coverage but still looks like skin and has a beautiful, radiant finish. I stopped using foundation while we were all masking up during the pandemic, but have since started using it again as of Winter 2023. My skin looks beautiful, even on a bad skin day, and I just purchased my second bottle.",77 CAD
bazaarvoice,sephora_ca,2558005,Dior Forever Skin Glow,3,2024-05-04 01:02:10+00:00,Muguette70,The product goes on really nicely and has a lovely finish. The problem for me is that 0CR still has a yellow undertone even though it's supposed to have a cool undertone. As a result it's too yellow and dark for my pinkish pale skin. There's also a very heavy perfume smell to the product.,77 CAD
bazaarvoice,sephora_ca,2558351,Dior Forever Skin Glow,5,2024-05-03 18:27:29+00:00,NtashaHanjra,"You don’t need anything except moisturizer to prep your skin before foundation, this foundation has everything in it, skin feels hydrated, gives you extraordinary glow without leaving it oily.",77 CAD
bazaarvoice,sephora_ca,2558336,Dior Forever Skin Glow,4,2024-04-26 01:21:06+00:00,tea55,"This foundation is among the best I have used, easy to apply, offers medium coverage and settles in nicely.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2024-04-18 02:55:07+00:00,Karbomber,"At last, a foundation that doesn’t oxidize orange on my sickly Victorian white skin!!! Great looking coverage, takes to my skin perfectly. I love the scent, the glow, the coverage. My foundation search is over, this is the one!",77 CAD
bazaarvoice,sephora_ca,2558369,Dior Forever Skin Glow,5,2024-04-13 05:52:00+00:00,Skisha,This is the only foundation that does not flake on my dry eczema prone skin!!! It also has skincare benifits which give suit that glowy skin. Not heavy as well!,77 CAD
bazaarvoice,sephora_ca,2558179,Dior Forever Skin Glow,2,2024-04-10 16:31:24+00:00,Navu28,First of all it has fragrance that i don’t like on my face. Secondly it does oxidise and look 2-3 shade darker . It look too orange after some time . Its a big no for me .,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2024-04-08 14:35:53+00:00,biancaZNala,It blends very easily. I just love it. It stays for long and it doesn't separate or look cakey. It's very important to prepare your skin before you apply it. If you use it after “Star filter” from Dior it's gonna be and look amazing.,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2024-04-04 13:24:25+00:00,ChelsLaur7,This is by far the best foundation I have ever purchased - it looks like skin and you can build it up or wear it very light. Just make sure you know it’s a water based foundation,77 CAD
bazaarvoice,sephora_ca,2558096,Dior Forever Skin Glow,5,2024-03-31 13:55:47+00:00,ArtisanJcu,"Ive tried over 10 glowy foundations and this is my go to. Lightweight, glowy but not oily, lasts all day. I had a super busy day, wore it from 830am to midnight. My skin still looked flawless. No primer just CT setting spray. This is one of those base products that just melds with your natural face oils and works so well with your other makeup products that it looks better as the day wears on. A must have for mature skin, I am 42 and this just makes you look so smooth and does not highlight imperfections",77 CAD
bazaarvoice,sephora_ca,2557601,Dior Forever Skin Glow,5,2024-03-25 14:07:23+00:00,ItsAlpho,It matches my skin tone !!!! I look like I have no make up at all,77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,5,2024-03-16 20:01:47+00:00,Emilia39,"I've tried so many different foundations before, and this has been the best one I've tried! It feels light weight on my skin and gives me a natural, airbrushed look. I would definitely recommend this foundation to anyone!",77 CAD
bazaarvoice,sephora_ca,2558047,Dior Forever Skin Glow,2,2024-03-09 02:00:47+00:00,mjdeering,"Tried multiple shades of this foundation but no luck. 0CR was far too light, then tried 1CR and it was orange on me. I love the formula but unfortunately can't find a shade to match. Also has a very strong fragrance.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2024-03-06 02:25:07+00:00,tanviechpilani,The formula is so light and has good coverage. The shade for my skin tone is perfect! Love it.,77 CAD
bazaarvoice,sephora_ca,2558021,Dior Forever Skin Glow,2,2024-02-18 17:25:46+00:00,KatyB21,"SUPER STRONG FRAGRANCE. Like rubbing perfume on your face. Other than that, the foundation oxidized a little weird on my skin and it broke apart in the T zone. After a few hours it settled into fine lines. Overall, not worth the price.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,2,2024-02-10 22:44:07+00:00,vrushi,"Although I asked for a shade match, this shade looked green on me, I also had to use a lot of product to get the coverage that I wanted. The fragrance was very overwhelming and it started to settle into my fine lines.",77 CAD
bazaarvoice,sephora_ca,2558039,Dior Forever Skin Glow,5,2024-02-05 22:11:14+00:00,Brianajean,"I have been using Dior Forever Skin Glow for over a year now. I have normal-dry, sensitive skin and have struggled for years to find a foundation I really like. So far this has been the best! Feels great on my skin and wears really nice throughout the day. I would definitely recommend it.",77 CAD
bazaarvoice,sephora_ca,2558005,Dior Forever Skin Glow,3,2024-02-01 02:24:16+00:00,Dreamingthot,"This foundation is gorgeous on the skin and the colour match is just perfect but it broke me out in a matter of hours. Sure, I have sensitive skin and occasionally  get acne, but this was something else. My skin was inflamed and it was just awful. Honestly, I'm sure I could find much better elsewhere at a reasonable price.",77 CAD
bazaarvoice,sephora_ca,2558328,Dior Forever Skin Glow,5,2024-01-23 17:41:09+00:00,TAmell,Pricey but worth it. Such a light-layer foundation that you forget you're wearing it.,77 CAD
bazaarvoice,sephora_ca,2558286,Dior Forever Skin Glow,2,2024-01-21 19:07:45+00:00,darkwarmolive,"Having heard so many lovely things about this foundation, I was very eager to try it.  I was however Highly disappointed in the lack of inclusivity in the shade range .. there were some shades in warm olive but only till 3WO…. It would have been nice to extend that further into the darker colours.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2023-12-26 16:10:54+00:00,davisbell,"My favourite foundation. Perfect smooth/ glowy finish. Medium coverage, blurs redness & discolouration. Great for acne prone skin￼.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,2,2023-11-15 07:32:34+00:00,shopaholiczee,Definitely thought I would like but didn’t do much for me.,77 CAD
bazaarvoice,sephora_ca,2558021,Dior Forever Skin Glow,5,2023-11-11 00:05:36+00:00,DawnTheFairy,"I was desperately seeking a buildable, hydrating, long-lasting, low maintenance foundation that works well with my skin. I’ve been searching for my perfect foundation for years.. 

I have very dry skin, with lots of natural smile creases around my eyes. Even the best setting powders crease on me.

With this foundation, I only have to use the tiniest amount to reach my desired coverage! It doesn’t cling to any of my dry patches, or settle in to creases or scars. The glow is amazing (no shimmer at all) just healthy glow that lasts all day. Photo taken in office lighting.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2023-11-01 22:13:43+00:00,Lex19977,Makes your skin glow! it smells amazing and has spf in it. Perfect amount of coverage for a more natural look.,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2023-10-03 19:15:21+00:00,peliharl,Absolutely loved this foundation! It keeps the skin looking  hydrated with its skincare factor while giving a glowy finish.,77 CAD
bazaarvoice,sephora_ca,2558112,Dior Forever Skin Glow,1,2023-09-24 14:57:29+00:00,BlancheC,"I wanted to love this. I gave it a try and now that I am wearing it today after a few days or no makeup, I can see that it’s the wrong shade and the foundation settles into my pores and wrinkles.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2023-09-21 20:04:31+00:00,Jackiemaymac,My favourite foundation! Has a beautiful dewy glow. Coverage is great. Buildable. Stays on all day. I will keep buying this one. Highly recommend,77 CAD
bazaarvoice,sephora_ca,2558021,Dior Forever Skin Glow,1,2023-09-18 22:33:58+00:00,rayoflight17,"This made my skin sooooooooo oily. Like, it wasn’t a dewy finish, it was like I had olive oil on my face. My face felt slimy. If I even lightly brushed my face, a whole layer of my makeup would wipe off (even though I used setting powder and spray). It slipped off my skin on my nose, around my mouth and on my forehead, and it clumped around my nose. This really did not work on my skin.",77 CAD
bazaarvoice,sephora_ca,2558070,Dior Forever Skin Glow,5,2023-09-13 15:25:35+00:00,Lia1210,Medium coverage foundation that sits beautifully on my skin. It’s lightweight and gives my dry skin a dewy finish.  It’s my go-to foundation as it’s a perfect match for me and I can easily apply it with my fingertips!,77 CAD
bazaarvoice,sephora_ca,2558070,Dior Forever Skin Glow,3,2023-09-12 15:58:44+00:00,EH2023,The foundation itself is okay - although I think due to my more sensitive skin it felt a little drying.  It has a strong fragrance added which wasn't what I was looking for in my foundation. Overall it covers well and likely is a good product if you don't have sensitive skin like me:),77 CAD
bazaarvoice,sephora_ca,2558039,Dior Forever Skin Glow,1,2023-08-28 10:52:36+00:00,Ravenchick79,"It looked great on my face but it has fragrance. My eyes started burning shortly after I put it on yesterday. Today the skin around my eyes is red, swollen and it still stings.",77 CAD
bazaarvoice,sephora_ca,2558021,Dior Forever Skin Glow,3,2023-08-26 08:29:43+00:00,EmGarciaW,"This foundation looks beautiful and is pretty long lasting. I give it a very light set with the Makeup Forever Twist powder on the Centre of the face and Charlotte tilbury airbrush setting powder 
everywhere else. It give you the juiciest glow and 
blurs out skin texture like a filter; my skin looked so beautiful. Only issue is it oxidized like crazy, and for a neutral shade it went quite peachy ): I would suggest to buy a shade lighter than your skin tone. It also clinged to dry spots where I have eczema but overall beautiful finish",77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,5,2023-08-24 14:06:13+00:00,TBShoegirl,"I’ve used other foundations over the past few years and have ended up with break outs or irritated skin. I should have never strayed from this Dior formula, it’s truly my must have foundation!",77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,2,2023-08-24 02:23:35+00:00,clam919,Beautiful finish for the first hr then skin starts to feel tight and dehydrated in the middle of a hot summer. Also gave me bumps due to the dryness i guess. Wouldn't recommend.,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,5,2023-08-21 03:14:10+00:00,funnel,This is one of my favourite foundations. Makes skin look so smooth and it’s so beautiful!!,77 CAD
bazaarvoice,sephora_ca,2558054,Dior Forever Skin Glow,3,2023-08-06 00:09:38+00:00,clam919,"Beautiful finish but feels tight and drying on my combination skin type face in the middle of summer.  Sensitive skin people also should be aware cause of the hight alcohol content and strong fragrance, after 2 full day of use my face got few red irritation bumps.",77 CAD
bazaarvoice,sephora_ca,2558211,Dior Forever Skin Glow,3,2023-07-31 03:17:21+00:00,percisabby,"It felt very lightweight on skin with a natural glow.
I was able to get my exact shade, it lasted all day but the only downside was that it oxidized after a few hours",77 CAD
bazaarvoice,sephora_ca,2558112,Dior Forever Skin Glow,5,2023-07-30 00:14:43+00:00,MAR1Y4H,SO NICE ON THE SKIN!! I would purchase this immediately if it wasn’t that expensive ! It looks and feels amazing. The skincare in the formula is a huge plus.,77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,2,2023-07-26 01:49:27+00:00,jodymarie27,I didn’t love this product. Maybe it was the colour but I felt it just sat on top of my skin and looked cakey. Didn’t matter what I used to apply.,77 CAD
bazaarvoice,sephora_ca,2558005,Dior Forever Skin Glow,4,2023-07-22 23:56:49+00:00,JennaB67,"This is a winner in my books. I decided to try the glow version instead of the matte and boy was I surprised.  Having combo/oily skin, I normally don’t go for the glow.  

This is so fresh and natural looking without being shiny. Smoothed over my pores and covered my broken capillaries with little product. I set it with a bit of loose powder and it looked flawless.  So far I’ve worn this in the heat and it’s held up amazingly, lasting about 9 hours.  No oxidation, limited settling in my smile lines (let’s be honest…what foundation doesn’t) and no greasy mess at the end of the day.  Overall, a great foundation!",77 CAD
bazaarvoice,sephora_ca,2558104,Dior Forever Skin Glow,5,2023-07-19 21:48:05+00:00,SallyElassal,"This foundation is the best thing i have ever tried in my life. I can’t even find the words to explain how this foundation felt soo lightweight on my skin, but at the same time demonstrated an insane amount of coverage!! you must get this foundation it will work for any kind of event, as it can give you the coverage you want for an event, but can also be lightweight and hydrating for every day useinsane a",77 CAD
bazaarvoice,sephora_ca,2558062,Dior Forever Skin Glow,2,2023-07-12 21:14:48+00:00,hellodoraaa,"Received a sample of this, the foundation goes on nicely, but it wouldnt stay until I set with loose pouder.  It also makes my pores more obvious.  Not for me.",77 CAD
bazaarvoice,sephora_ca,2558252,Dior Forever Skin Glow,5,2023-07-06 23:23:28+00:00,SassyJan,This foundation is the best. I was always hesitant to wear foundation because I have oily skin and no foundation has ever worked.  Dior did it right. This applies so well and makes my skin look so bright and glowy. Hydrates perfectly. This is the only foundation I will wear.,77 CAD
bazaarvoice,sephora_ca,2558369,Dior Forever Skin Glow,5,2023-07-01 22:34:22+00:00,NeeshaP,"The absolute BEST foundation I have ever used (and I have tried everything from Chanel to Armani, Haus Labs, Nars, Chantecaille etc). Perfectly matched. Fab consistency, goes on so well. Hydrating. Like second skin. Would buy 100 times over.",77 CAD
bazaarvoice,sephora_ca,2558161,Dior Forever Skin Glow,5,2023-07-01 03:53:53+00:00,Sharanjit758,"I get this product instore sephora. I tried their free sample come with my orders . I went to store. I tried on my face. It really blends properly with fingers, had a beautiful glow, hydrating base. I am really happy.",77 CAD
bazaarvoice,sephora_ca,P440962,Dior Forever Skin Glow,4,2023-05-31 19:03:30+00:00,mishal25,"This is just like I’m using a foundation with moisturizer 
It’s dewy and nice 
Medium coverage I enjoy this product",77 CAD
bazaarvoice,sephora_ca,2558047,Dior Forever Skin Glow,5,2023-05-22 17:14:20+00:00,Jasmine2570,"The perfect foundation 😍 i will never reconsider changing my foundation. Gives you a natural, clean look. Stays all day. Absolutely recommending!",77 CAD
